typhoon_name,admin_L3_code,admin_L2_code,admin_L3_name,comp_damage_houses,part_damage_houses,total_damage_houses,pop_15,n_households,pop_density_15,average_speed_mph,distance_typhoon_km,Rainfallme,distance_first_impact,x_pos,y_pos,mean_elevation_m,mean_slope,slope_stdev,mean_ruggedness,ruggedness_stdev,with_coast,coast_length,perimeter,area_km2,poverty_perc,roof_conc,roof_makeshift,roof_straw,roof_iron,roof_half_conc,roof_wood,wall_conc,wall_wood,wall_iron,wall_makeshift,wall_bamboo,wall_half_wood
Melor,PH086025000,PH086000000,SAN JORGE,,,,17184,3142,63.97021871,73.55100774,64.73483837,133.6,69831.45328,707178.0657,1325371.99,147.2334048,7.554761855,5.870835999,41.4296493,27.87467338,0,,78756,268.625,8.531191806,0.000550897,0.000673318,0.497214911,0.473709983,0.012548203,0.015302687,0.126095215,0.342013357,0.001899393,0.002634642,0.409227376,0.118130017
Melor,PH174001000,PH174000000,BOAC (Capital),,,,54730,11943,236.8167126,73.52672695,45.05667696,300,367427.9018,382582.4156,1481100.709,252.6850181,12.94367886,8.817344726,66.51437699,40.90157684,1,15394.09532,82216,231.107,4.140325233,0.002211461,0.002783391,0.133030846,0.815552675,0.042170283,0.004251344,0.456350192,0.152893746,0.002006229,0.005674762,0.166077536,0.216997535
Melor,PH174002000,PH174000000,BUENAVISTA,,,,23988,4909,312.9182483,83.46073833,30.61235833,261.6,357838.2329,388694.3559,1465585.825,251.1448771,12.46808917,8.702228755,62.20061825,42.55877824,1,19497.76439,44359,76.659,7.670501918,0.004856684,0.002645158,0.273101774,0.70296171,0.011491262,0.004943411,0.328479527,0.125010867,0.002434148,0.00282535,0.339650526,0.201599583
Melor,PH174003000,PH174000000,GASAN,,,,34828,7444,350.6433361,80.39597325,36.46196106,263.22,368860.9166,379138.8552,1473221.416,177.8021139,11.46477944,8.441126205,59.13793679,39.88773938,1,16669.30414,56669,99.326,5.188354198,0.006658469,0.00221949,0.190426202,0.753096788,0.039680873,0.007918179,0.412784921,0.132998103,0.004998344,0.007888952,0.222908073,0.218421607
Melor,PH174004000,PH174000000,MOGPOG,,,,34043,7758,343.7193946,70,54.39614014,295.04,372297.4398,380600.3902,1492198.886,130.3202829,10.47808272,6.711995681,53.13014097,29.59493068,1,1672.761022,80142,99.043,3.94207326,0.002190219,0.006420642,0.088328833,0.885088509,0.013171317,0.00480048,0.477969697,0.182,0.000454545,0.012060606,0.135848485,0.191666667
Melor,PH174005000,PH174000000,SANTA CRUZ,,,,56408,13065,233.655738,70.01358145,54.17578212,284.53,357018.8732,395410.3195,1488408.532,144.6738672,8.069347096,6.292072811,40.00233525,28.15636688,1,4089.165417,198637,241.415,4.391221103,0.003169686,0.00129669,0.105464107,0.879930123,0.007654072,0.002485322,0.432009367,0.254994146,0.003368459,0.003818788,0.130036927,0.175772314
Melor,PH174006000,PH174000000,TORRIJOS,,,,30524,6529,175.9480756,78.22110636,39.71621594,258,351051.6865,397532.3377,1473472.937,237.3411035,11.39903224,7.519207419,56.23108627,34.55366946,1,42588.16001,81167,173.483,5.838029092,0.001501706,0.000784983,0.18,0.810682594,0.005255973,0.001774744,0.433486239,0.139018212,0.001437765,0.00232781,0.26174175,0.161988224
Melor,PH175101000,PH175100000,ABRA DE ILOG,,,,31306,6323,51.97431334,115.1094668,14.06961238,255.36,493605.1353,253492.2485,1482223.135,479.5735099,16.47907424,9.734459378,82.19027962,47.20222034,1,37835.91001,118216,602.336,11.33648502,0.003842064,0.004185105,0.549072073,0.386607664,0.050186958,0.006106137,0.248441828,0.061045706,0.005297784,0.012811634,0.510180055,0.162222992
Melor,PH175103000,PH175100000,LOOC,,,,10117,2139,78.1706356,111.625381,11.63481501,244.11,549180.0197,205235.4925,1521190.196,114.7750113,11.06497314,7.819686163,54.77950954,36.03548843,1,58592.97768,147966,129.422,4.497380646,0,0.002096656,0.270678268,0.679840654,0.046650592,0.00073383,0.471038477,0.059267687,0.000206868,0.000620604,0.209660736,0.259205627
Melor,PH175104000,PH175100000,LUBANG,,,,18803,5531,149.8617188,103.1351074,15.26227589,198.79,565201.7758,190614.4673,1528714.838,99.18814913,6.486972775,7.421881166,32.41918867,34.97458656,1,16663.86247,78676,125.469,3.908950699,0.00207881,0.000970111,0.261791472,0.683512727,0.046703931,0.004942948,0.452529031,0.087069978,0.000739355,0.001348236,0.132170661,0.326142739
Melor,PH175107000,PH175100000,PALUAN,,,,16025,3275,30.24081311,90.01602572,27.59244281,238.8,520482.3542,226556.2539,1484465.817,353.6202791,14.23695878,7.950838425,69.24776081,35.68803042,1,96184.55636,129365,529.913,8.31201248,0.001251812,0.003360126,0.478785084,0.425484254,0.083937278,0.007181447,0.256333731,0.191404696,0.006963788,0.002520228,0.346067118,0.196710439
Melor,PH175110000,PH175100000,SAN JOSE,,,,143430,28956,234.8028085,53.87545877,84.2730421,144.4,441022.7167,297126.4478,1377556.615,217.2693799,7.880083824,8.12403381,38.66384964,38.1108469,1,38652.75245,244387,610.853,4.899951196,0.002535854,0.002773351,0.249019367,0.680987987,0.055758152,0.008925288,0.411406457,0.046771408,0.005743316,0.005195967,0.364511702,0.166371149
Melor,PH175201000,PH175200000,BACO,,,,37215,7483,85.51437303,127.4883013,6.804099672,268.8,464262.415,281367.7952,1471709.633,866.5686737,19.07572993,12.37117059,95.14860018,62.01688543,1,9173.740839,108226,435.19,9.251645842,0.001370489,0.012933988,0.239864093,0.682417771,0.024526039,0.03888762,0.422015183,0.186766736,0.001610306,0.030710835,0.200138026,0.158758914
Melor,PH175202000,PH175200000,BANSUD,,,,40992,8459,118.6901005,84.20507027,36.57574549,198.4,417332.5091,321827.0681,1418773.31,403.0255351,13.32848109,10.58687142,67.33740142,51.15078785,1,11034.89642,82437,345.37,6.94037861,0.005261918,0.001492186,0.267677164,0.696693631,0.025471871,0.00340323,0.373213102,0.112637581,0.002148256,0.008937807,0.349980109,0.153083145
Melor,PH175205000,PH175200000,CITY OF CALAPAN (Capital),,,,133893,27242,728.372093,115.1953845,9.280307508,272.4,443401.3644,303651.6326,1477040.928,13.66221677,1.324625368,2.646636328,7.706000878,12.00538581,1,29569.75071,85412,183.825,3.61258617,0.002830173,0.00378708,0.123692363,0.842142822,0.021579058,0.005968503,0.595351827,0.150422746,0.003255023,0.009374466,0.072269646,0.169326292
Melor,PH175206000,PH175200000,GLORIA,,,,45073,9400,176.0059042,97.07260644,25.40176045,189.6,416660.8762,323510.0193,1430253.884,236.3065173,9.721699361,9.985284482,50.48723159,48.52895668,1,14477.8506,84260,256.088,7.798460276,0.001577212,0.002724275,0.307245615,0.643813029,0.03534388,0.00929599,0.394125732,0.187682365,0.006221515,0.011767827,0.21276134,0.187441221
Melor,PH175208000,PH175200000,NAUJAN,,,,102998,21479,179.1821135,130.094617,3.580378715,253.92,441284.2834,303187.0405,1463172.632,265.06947,8.702157668,11.84318355,44.31269873,58.9294745,1,32515.61652,166380,574.823,6.504009787,0.002362013,0.002118397,0.213184904,0.717871858,0.043162343,0.021300484,0.460841616,0.13315866,0.00626916,0.006682861,0.221107233,0.171940469
Melor,PH175209000,PH175200000,PINAMALAYAN,,,,86172,18043,513.6715607,124.0693537,14.80456933,244.39,413053.0837,328224.5263,1439755.145,106.1917679,5.760228943,7.341515925,30.01195995,35.84623306,1,20060.86532,111596,167.757,6.468458432,0.004003045,0.004666126,0.187615118,0.756010708,0.040607579,0.007097424,0.441511017,0.156838313,0.002677095,0.012114782,0.171457475,0.215401318
Melor,PH175210000,PH175200000,POLA,,,,34701,7582,206.0886453,151.6210473,1.892858828,266.05,411184.3367,331889.0855,1452256.331,144.8924182,9.324512696,7.819217499,46.96995001,36.22702766,1,38617.31329,95489,168.379,7.224575661,0.002379717,0.003905177,0.353967721,0.564938829,0.063306587,0.011501968,0.306386369,0.157881834,0.002451581,0.010572444,0.329707036,0.193000735
Melor,PH175211000,PH175200000,PUERTO GALERA,,,,36606,7661,334.5763641,130.4327227,4.633710004,283.2,472419.8614,276523.2863,1488999.679,383.2901107,15.68028503,8.732516509,76.77027696,41.16488162,1,57127.74382,88292,109.41,4.556630061,0.010066283,0.001238927,0.194728365,0.69702038,0.081025832,0.015920213,0.438155527,0.204555328,0.002079067,0.002699683,0.143796934,0.208713461
Melor,PH175213000,PH175200000,SAN TEODORO,,,,17904,3508,114.6890954,136.1543515,1.891553951,282.57,469882.166,277331.9556,1480493.53,576.8115183,13.4085267,8.253104746,65.80126436,37.01746929,1,10114.11263,71245,156.109,7.886505809,0.002404911,0.006455288,0.290171508,0.683880767,0.015062338,0.002025188,0.370732326,0.258218048,0.000888438,0.006155604,0.157253459,0.206752126
Melor,PH175214000,PH175200000,SOCORRO,,,,39099,8850,190.8739419,120.2327613,14.80705919,246,422428.2815,319285.8595,1443727.24,117.1715728,6.833209436,6.162771111,36.57932234,28.93391172,1,8552.82112,74250,204.842,7.649812016,0.005824736,0.007522528,0.171059162,0.779313047,0.028052762,0.008227765,0.387767376,0.143664034,0.00211809,0.009649077,0.229564353,0.227237069
Melor,PH175215000,PH175200000,VICTORIA,,,,50492,10485,244.2542775,131.8800093,9.663769162,242.02,433344.313,309676.0381,1453629.387,127.1625177,5.314659501,6.096385849,27.95605277,29.95510941,1,19748.31396,67283,206.719,6.426760675,0.011605456,0.0007474,0.199098968,0.705981273,0.06348745,0.019079453,0.431450692,0.148224256,0.004317413,0.001473732,0.187392324,0.227141582
Melor,PH175902000,PH175900000,BANTON,,,,5536,1495,193.5393651,143.5642024,2.517290491,261.6,341589.4704,399092.1612,1430540.373,198.8944299,17.22623177,8.56454642,86.08449577,41.705308,1,31575.07766,31575,28.604,10.62138728,0.005035247,0.00318899,0.261664988,0.687646861,0.038939241,0.003524673,0.450184502,0.203287487,0.000670916,0.005031869,0.204126132,0.136699094
Melor,PH175903000,PH175900000,CAJIDIOCAN,,,,21861,4827,171.5987943,76.31617846,51.21504092,277.2,277089.9867,461352.4321,1372817.351,233.4184704,14.89035769,9.324417385,74.64245511,43.5092993,1,35214.0789,58904,127.396,7.831297745,0.003258867,0.009020923,0.402210362,0.572946677,0.008312473,0.004250697,0.339520274,0.252474776,0.001475347,0.015372168,0.294831525,0.096325909
Melor,PH175904000,PH175900000,CALATRAVA,,,,10275,2139,270.3378236,89.97646776,38.25288613,196.03,339284.5174,398801.4617,1394453.328,151.1230499,12.3452493,6.619602607,59.18174412,29.4821518,1,28327.1023,49638,38.008,5.430656934,0.019175554,0.000615258,0.42914274,0.543068089,0.007383101,0.000615258,0.40173321,0.163313732,0.00113484,0.00113484,0.328071804,0.104611575
Melor,PH175905000,PH175900000,CONCEPCION,,,,4037,1065,198.0086325,145.3795547,11.50416094,237.89,380321.4053,359946.1568,1429261.267,127.8465347,14.76237124,6.551036838,71.26996946,25.88915256,1,35193.9362,35194,20.388,5.647758236,0.006319115,0,0,0.709320695,0.001805462,0.282554728,0.337169939,0.219137892,0.000902731,0.003836606,0.321823516,0.117129316
Melor,PH175906000,PH175900000,CORCUERA,,,,10283,2326,502.5412961,114.9121856,17.30556202,254.22,341769.5895,397389.6862,1415842.49,60.05417515,7.553157442,6.230490101,36.30570127,27.50045968,1,28614.07201,30084,20.462,7.5172615,0.010111223,0.003134479,0.722952477,0.223660263,0.031041456,0.009100101,0.296894032,0.116626066,0.003552578,0.006496143,0.47137637,0.105054811
Melor,PH175907000,PH175900000,LOOC,,,,22262,4866,273.347904,57.86072061,77.05424424,201.68,348148.3454,391321.273,1356338.26,72.51624475,6.666934837,4.939430422,34.96493832,22.79061637,1,30565.87336,80452,81.442,6.032701464,0.0023839,0.000641819,0.296245358,0.622518682,0.076193096,0.002017146,0.411211073,0.038662053,0.006459054,0.000645905,0.38011534,0.162906574
Melor,PH175908000,PH175900000,MAGDIWANG,,,,14142,2885,179.2145582,80,46.74285731,278.01,290036.9523,448134.102,1378817.687,190.0379172,13.29310137,10.48036136,67.12202978,52.64536125,1,30889.99771,54230,78.911,8.039881205,0.010198764,0.002009975,0.409737214,0.554455446,0.020769746,0.002828854,0.256492061,0.318296483,0.00133551,0.006677549,0.206336252,0.210862146
Melor,PH175909000,PH175900000,ODIONGAN,,,,45367,10317,332.2981139,69.60875371,62.34660932,173.88,345700.9091,392743.5483,1370996.38,119.9320169,8.526942421,6.691881486,42.81752478,30.25252751,1,23634.4654,62203,136.525,3.301959574,0.003828148,0.001498974,0.169199548,0.793718147,0.022646035,0.009109148,0.429342187,0.153581887,0.003781329,0.005994789,0.270157478,0.13714233
Melor,PH175910000,PH175900000,ROMBLON (Capital),,,,38758,8134,438.3794055,85.49307648,41.8318567,212.35,315641.0224,422384.7567,1387319.686,141.1623131,13.34660218,6.553335798,65.03719334,27.71070462,1,8701.473176,89326,88.412,4.700964962,0.039944831,0.003341998,0.30932046,0.617341255,0.024614079,0.005437377,0.385174959,0.131179313,0.004380609,0.006159401,0.279296979,0.19380874
Melor,PH175911000,PH175900000,SAN AGUSTIN,,,,22598,4873,221.2778458,82.629014,43.98789612,183.25,334855.2472,403169.7532,1388003.86,234.8380696,15.11078474,8.590927498,75.05179574,40.67139912,1,41231.44506,75767,102.125,6.23506505,0.007482654,0.018094417,0.353453358,0.575484105,0.0427645,0.002720965,0.40233183,0.068178713,0.005601858,0.017579815,0.358200118,0.148107665
Melor,PH175912000,PH175900000,SAN ANDRES,,,,15589,3262,152.0462703,80.61346635,46.58255413,171.06,341880.1363,396148.5794,1386427.058,167.5961726,11.12655934,6.858337249,54.78121907,30.60054643,1,23758.66935,54200,102.528,8.685611649,0.003886097,0.007772194,0.389547739,0.561742044,0.035644891,0.001407035,0.365771131,0.095486229,0.002436218,0.002368546,0.414089463,0.119848413
Melor,PH175913000,PH175900000,SAN FERNANDO,,,,23271,4520,95.22075371,71.35506437,56.26306433,239.62,286722.3453,451947.3805,1368803.848,500.5810562,20.5937498,11.88657631,103.9931926,64.04256005,1,45376.7168,80566,244.39,7.038803661,0.006384499,0.002143048,0.40226806,0.570899187,0.017010447,0.001294758,0.284495085,0.309606792,0.000580876,0.006076854,0.269124218,0.130116175
Melor,PH175917000,PH175900000,SANTA MARIA (IMELDA),,,,8508,1702,170.0851625,70.01564966,60.71247264,173.36,338468.1436,399956.7203,1371573.433,253.981151,14.73243108,7.317449165,71.80799147,32.25755697,1,12915.82082,34124,50.022,6.393982134,0.006664924,0.002352326,0.478567695,0.453998955,0.055933089,0.002483011,0.346279161,0.077805291,0.00273687,0.006516356,0.439723707,0.126938616
