typhoon_name,admin_L3_code,admin_L2_code,admin_L3_name,comp_damage_houses,part_damage_houses,total_damage_houses,pop_15,n_households,pop_density_15,average_speed_mph,distance_typhoon_km,Rainfallme,distance_first_impact,x_pos,y_pos,mean_elevation_m,mean_slope,slope_stdev,mean_ruggedness,ruggedness_stdev,with_coast,coast_length,perimeter,area_km2,poverty_perc,duration_days,in_winter,roof_conc_abs,roof_makeshift_abs,roof_straw_abs,roof_iron_abs,roof_half_conc_abs,roof_wood_abs,wall_conc_abs,wall_wood_abs,wall_iron_abs,wall_makeshift_abs,wall_bamboo_abs,wall_half_wood_abs
Haiyan,PH063044000,PH063000000,SARA,6044,3929,9973,52631,10731,285.0651039,189.0650336,2.899130494,494.8901831,226537.4292,499712.4536,1249413.957,133.0366239,6.859245203,7.036022157,35.0584845,32.8586299,0,,64114,184.628,4.512549638,8.0,1.0,83.647941111,53.855530197,1505.66300438,8348.98155336,500.283458745,238.568522934,2277.78277083,385.792423779,59.246698749,44.549843079,5630.0433806,2333.5848937
Haiyan,PH063047000,PH063000000,ZARRAGA,46,26,72,25605,5053,670.1300741,104.9784722,61.76723064,286.4032488,264047.4693,459368.5257,1196913.159,6.9533641,0.561718817,0.384266587,3.839156876,1.855479224,1,6277.77774,48313,38.209,3.788322593,8.0,1.0,18.88169669,4.076730082,969.403568102,3792.86118768,169.935285369,97.841527021,1959.83553931,497.108035976,40.852302386,7.525422794,1853.61954906,694.059145421
Haiyan,PH072209000,PH072200000,BANTAYAN,10533,5743,16276,79084,15637,957.5145593,190.0,0.964726832,467.2869058,145784.3141,579498.1357,1236881.158,17.93337433,1.241310687,1.099796289,7.531671178,5.735656069,1,46696.70174,109288,82.593,11.06039148,8.0,1.0,97.591205028,67.643691738,4138.830151,9924.1452852,1158.94784202,249.841840659,5714.31349053,1566.32066738,114.680413218,120.550715025,5158.94158911,2962.1931091
Haiyan,PH072211000,PH072200000,CITY OF BOGO,6496,5869,12365,78120,16256,819.6411709,190.0,14.15108722,502.7406008,114842.9876,608388.3759,1218228.821,52.86585688,2.943974544,2.579269529,16.54855699,12.19850308,1,30646.23281,59127,95.31,7.068612391,8.0,1.0,51.270464896,49.872172544,716.155170176,14802.9484179,333.491075968,302.262698496,4936.65672154,3977.87099776,72.887401088,235.770830464,3599.84083891,3432.97321024
Haiyan,PH072213000,PH072200000,BORBON,3820,1740,5560,35526,7020,389.249244,180.6340748,32.60629702,530.7596163,115041.4689,608596.6321,1199433.516,142.972773,5.17279375,3.722347568,30.80216045,18.89054224,1,15871.34178,49923,91.268,6.949839554,8.0,1.0,5.11791696,112.59414504,434.13274944,6423.20654274,21.13921368,23.80943214,1926.37078686,1019.61985086,22.35028302,267.97987944,2128.41733104,1655.26186878
Haiyan,PH072221000,PH072200000,DAANBANTAYAN,13660,622,14282,84430,16323,920.8804153,188.9091316,9.058097218,447.1714882,115316.7936,611652.886,1241224.877,27.22365787,2.182432807,1.881768523,12.25632408,9.427438963,1,8693.158572,90688,91.684,9.539263295,8.0,1.0,32.102231901,92.59417626,2913.44093416,12924.5315349,233.45089308,126.880229685,5968.70028734,2087.656414,30.198382473,199.92655245,5625.05587366,2411.46249008
Haiyan,PH072228000,PH072200000,MADRIDEJOS,6134,319,6453,36429,6347,1508.384746,190.0,7.592689943,471.6537121,147133.7729,579916.4674,1245502.703,10.36249125,0.888484045,0.607165605,5.585645749,3.017908115,1,18089.28082,24869,24.151,9.808119904,8.0,1.0,79.394534142,70.086214352,1540.25400425,4255.36463246,191.276949424,210.623665373,2096.67208651,813.896475832,17.223384222,149.69685115,1910.69618957,1358.81501272
Haiyan,PH072231000,PH072200000,MEDELLIN,5092,4999,10091,55332,10393,728.6662453,190.0,0.972308325,434.6230089,118136.122,606699.6953,1231930.307,27.66145487,2.138074284,1.946969583,12.09325125,9.772364907,1,40858.26203,65468,75.936,9.410467722,8.0,1.0,69.532402223,102.832561558,799.203772075,8585.36694037,167.547964176,668.516359602,2885.58440838,2572.35695255,20.714444195,224.511061806,2583.23725953,2106.59588392
Haiyan,PH072236000,PH072200000,PILAR,737,1644,2381,11308,3042,335.3201079,189.3426439,30.40571732,522.2039508,59278.75823,667335.0195,1190996.028,61.37375746,5.534170194,4.024189312,28.72874405,18.84218804,1,52837.97332,54441,33.723,10.1697913,8.0,1.0,0.0,10.293969816,649.83982752,2363.91774255,13.725294102,4.223166012,889.005539214,569.58500781,7.373269566,15.009869862,946.675036008,614.351280582
Haiyan,PH072238000,PH072200000,PORO,657,291,948,25212,5467,383.5341365,159.5547934,43.12668554,583.0,73509.94416,656499.4259,1180035.797,95.42895374,4.515078745,4.101751204,22.26737811,18.36634582,1,39943.96171,50259,65.736,8.729969856,8.0,1.0,16.307579904,2.096687439,1502.86005662,3850.45280366,43.564538479,51.718328431,1688.46506198,526.538179629,14.917414743,10.954976879,2469.29857074,756.825796034
Haiyan,PH072242000,PH072200000,SAN FRANCISCO,444,3420,3864,55180,10247,603.8388304,142.0442873,47.97038694,583.0,84523.35312,645748.819,1177066.399,47.1140254,2.982664144,3.053017523,14.80063534,13.6109974,1,4450.152572,76332,91.382,9.256977166,8.0,1.0,6.297959905,13.681773906,2703.12837135,7437.45780428,75.141189518,11.292890796,2876.05420209,922.912921562,32.95342977,40.324598973,4636.4612684,1738.2935792
Haiyan,PH072243000,PH072200000,SAN REMIGIO,4997,4023,9020,57557,11369,591.1770748,189.5274245,19.56424201,513.2284889,120955.8815,602094.1451,1213870.818,60.48747426,4.163818468,3.969096097,24.01429653,21.00919598,1,55636.87494,88395,97.36,9.104018625,8.0,1.0,44.746758233,16.835419842,1138.16265251,9582.45235188,363.733567157,223.069250377,3811.64540695,1981.41623042,54.835836213,47.953600694,2999.32024991,2473.82868718
Haiyan,PH072244000,PH072200000,SANTA FE,2327,2027,4354,28603,5395,976.7783356,190.0,4.169011379,442.4252139,136380.4487,589744.7536,1240236.929,18.27508651,1.734196583,1.701328388,8.73193527,7.144404971,1,16242.69832,46807,29.283,12.38681257,8.0,1.0,54.90688957,26.06088199,1346.21354075,3723.32386959,147.21413109,97.28068701,2013.59302228,771.14205064,14.971691475,70.06753013,1641.69614239,883.529563085
Haiyan,PH072247000,PH072200000,SOGOD,446,2359,2805,35108,7034,313.7752594,155.8625585,42.72466289,516.5577018,119619.3253,605365.8877,1189736.537,206.4711581,6.163394389,4.897141104,36.8351447,23.89492696,1,11980.07104,59052,111.889,4.751053891,8.0,1.0,13.844185154,4.845462342,580.994324966,6371.78645453,24.227325778,38.302247234,1921.42553848,816.18484416,18.685975748,42.216457214,2906.93758563,1328.5496058
Haiyan,PH072248000,PH072200000,TABOGON,2606,1120,3726,39013,7215,442.6956857,190.0,23.53405594,526.5723539,113643.2483,609414.4552,1208505.721,112.1689087,6.202721239,4.593025909,34.55307538,22.12526786,1,17671.81877,48219,88.126,9.486581396,8.0,1.0,17.13307089,39.09854676,618.767469255,6272.68106497,204.49858338,62.82126474,1408.5121052,1234.75460218,25.92083988,101.26701273,3022.63357909,1421.91186092
Haiyan,PH072249000,PH072200000,TABUELAN,2175,2647,4822,25630,5278,307.2809889,175.1049598,35.42943325,522.0,124793.5866,598907.2343,1198324.929,103.1310227,5.610553278,3.929956816,34.69214256,19.94179072,1,23383.3799,55848,83.409,8.743659774,8.0,1.0,17.107048322,2.8511756,996.248040242,4023.00783212,143.984336132,94.801567588,1034.46397982,800.286509022,70.133150906,1.200908618,2119.12600427,1252.78944209
Haiyan,PH072252000,PH072200000,TUBURAN,577,4297,4874,63866,13730,261.9950117,130.5610589,52.31676685,457.8055246,132428.7198,593861.7986,1182077.894,160.4369941,9.16250675,6.699770116,50.93977757,30.22275841,1,28017.29308,79377,243.768,7.426486707,8.0,1.0,66.86157139,36.00238037,4194.51149885,9217.31159557,141.20415296,74.10880086,2518.02665437,2716.68244084,23.45405282,77.39835783,6201.48496737,2192.9535405
Haiyan,PH072253000,PH072200000,TUDELA,1361,136,1497,11296,2576,341.0628019,158.9863589,43.19458745,582.4361457,68971.48587,662118.5102,1178945.667,93.83429867,5.394512789,4.303756927,26.13208724,19.4761331,1,18433.00384,27751,33.12,6.878541076,8.0,1.0,0.0,1.066667504,427.199999184,2118.93333389,21.066667104,7.73333232,651.082688816,309.539715408,7.082688816,5.508757968,978.460284592,624.3258644
Haiyan,PH082602000,PH082600000,BALANGIGA,2919,370,3289,14085,2685,71.76484974,156.9198222,32.49782368,374.4755349,44640.15646,758159.5224,1238848.857,173.84816,7.753711508,5.596016509,38.82933071,24.58150614,1,27639.74283,86829,196.266,6.73056443,8.0,1.0,3.580562955,5.897395755,940.845230295,1651.27078724,75.402417345,8.0036091,673.306621395,404.36365815,18.984209265,52.101106665,1105.30285233,430.94154951
Haiyan,PH082603000,PH082600000,BALANGKAYAN,584,1341,1925,10125,1935,54.40009456,108.1401695,55.62833747,296.0896797,63398.42238,761424.4616,1261758.898,192.4860843,8.497190386,6.3871312,43.8162449,28.6778163,1,17833.40402,95591,186.121,7.387654321,8.0,1.0,1.28443365,0.856289745,419.36773959,1476.0288747,33.82343235,3.639229965,447.63316308,196.001225505,27.16848747,8.193670425,841.576219785,414.427233735
Haiyan,PH082607000,PH082600000,GENERAL MACARTHUR,1529,1485,3014,14550,2351,79.43180329,128.4362846,43.01593148,351.8004848,59485.60551,770304.9948,1247410.402,156.7863715,8.7222034,5.716158355,44.78807219,25.40772616,1,12612.40091,63307,183.176,7.628865979,8.0,1.0,6.398070175,3.877619499,1126.44812709,1161.92833528,42.847682651,9.500165304,406.896188766,528.925231681,84.206011504,19.707791177,1148.02853444,163.236240084
Haiyan,PH082608000,PH082600000,GIPORLOS,1000,2971,3971,13308,2492,142.7299735,163.9419483,30.47019109,378.784084,50589.3814,767651.5348,1235137.925,127.1416144,6.641969628,5.012558893,33.64195807,22.41125403,1,38830.03803,78978,93.239,8.400961827,8.0,1.0,10.5724969,1.658430984,940.330422752,1461.90699712,69.032192824,8.499459416,647.451862848,408.15800144,33.020462804,7.314660444,1109.94733368,286.107681272
Haiyan,PH082609000,PH082600000,GUIUAN,10008,1601,11609,52991,10002,299.9366064,189.6220564,2.376120754,386.8226899,76866.49984,799211.3165,1201125.809,72.92487772,5.714613761,5.012478895,27.41985107,22.41254648,1,40155.96192,232132,176.674,6.118020041,8.0,1.0,21.955710264,31.121693094,2647.4753892,7127.08047107,108.712758204,65.65397817,3553.35906971,2853.60149618,115.372989984,144.3773697,2325.50689838,1009.78218605
Haiyan,PH082610000,PH082600000,HERNANI,1655,337,1992,8573,1637,173.087018,115.5243231,50.54810176,296.0012054,72676.58014,782617.381,1252912.017,95.91010101,5.594387701,4.343749728,28.35114614,19.68050494,1,24106.79156,40349,49.53,8.340137641,8.0,1.0,3.486906583,0.410224015,768.555193843,741.27527802,122.657060698,0.615336841,408.736512388,178.693852676,8.215809977,3.90250978,741.682183836,295.769134617
Haiyan,PH082612000,PH082600000,LAWAAN,2866,1,2867,12742,2410,87.44226902,162.4783311,30.93616961,379.753867,38196.86812,749593.1911,1238755.313,212.7784534,7.939970178,6.074796876,39.60869508,27.4449813,1,22832.22465,69111,145.719,6.443258515,8.0,1.0,2.28633085,11.63949988,663.45148834,1680.868478,46.76584756,4.98835778,784.22950594,397.63749451,11.8791069,18.13126868,850.50242129,347.62020027
Haiyan,PH082613000,PH082600000,LLORENTE,673,3391,4064,20149,4087,70.44168957,113.8962968,50.97352724,298.8979389,62905.85925,767284.5817,1256013.659,171.7634092,7.945015442,5.984279688,40.40649043,26.79789004,1,7.862837356,113971,286.038,7.176534816,8.0,1.0,32.809222161,8.577574902,1513.9419702,2459.40516439,51.036571893,21.229496452,859.186522011,816.618132378,46.043361383,12.162397038,1666.03130094,686.95828625
Haiyan,PH082615000,PH082600000,MAYDOLONG,1770,406,2176,14743,2767,77.70352177,99.94298973,61.54319995,296.4073032,66840.12908,757801.049,1268393.683,143.5053905,8.396198417,6.264554387,43.70447913,28.01522767,1,13215.81364,105183,189.734,5.331343689,8.0,1.0,16.357054092,11.24547538,590.694079788,2087.15997873,26.375746818,35.167665191,751.777892905,560.260331013,52.88171419,80.03719054,854.070321776,467.972549576
Haiyan,PH082616000,PH082600000,MERCEDES,1142,183,1325,6070,1133,305.4549114,177.541714,27.45492884,379.0,74126.58161,795417.9842,1227242.476,22.41438788,2.479752997,3.408689862,13.07596798,15.70318281,1,17420.09686,26272,19.872,6.013179572,8.0,1.0,5.697708577,6.752840886,287.628794607,826.378841959,4.853604316,1.688209655,474.433069209,203.786198649,16.661764306,35.246040401,284.958899368,117.914026934
Haiyan,PH082618000,PH082600000,QUINAPONDAN,2538,582,3120,14779,2651,172.3076564,157.1388028,33.20690061,376.1315793,56793.43784,773749.768,1236853.961,81.21277849,5.34317955,4.845481897,27.94493116,22.21070656,1,52975.77305,96363,85.771,7.409161648,8.0,1.0,4.797321177,1.343251096,1090.33528817,1532.26456738,21.300108995,0.959463175,730.750382142,337.923722884,53.743017834,3.093123176,1309.35776144,216.131992527
Haiyan,PH082619000,PH082600000,SALCEDO,2561,1344,3905,22532,4191,189.59308,157.8156586,33.44774082,379.0,68210.2515,787070.0982,1234779.03,33.78972259,3.216831167,3.809062657,16.82312147,18.13416403,1,91554.82798,121977,118.844,6.408663235,8.0,1.0,6.298783821,13.857323568,1550.5503218,2357.84429522,111.698410461,150.750865122,1280.74157897,824.780698797,70.894427934,58.867695447,1532.88098618,422.834616864
Haiyan,PH083701000,PH083700000,ABUYOG,4270,8006,12276,59571,12431,188.3274953,179.8417023,33.92472446,442.600274,34013.63243,724291.9986,1177324.048,182.1911578,8.725165955,7.709430362,43.55798099,36.80113184,1,38795.77249,111559,316.316,6.09021168,8.0,1.0,11.430913619,28.241069006,3346.79044764,8872.40155968,116.774563989,55.3614585,3704.29382526,4341.16291949,44.155061172,121.651680374,2059.06742147,2160.66910466
Haiyan,PH083702000,PH083700000,ALANGALANG,5873,3820,9693,55235,10004,355.8222531,180.814258,25.16288756,446.0,35528.20886,703408.4976,1240937.047,36.56090484,2.012455137,3.752512729,11.81539456,18.89551624,0,,62935,155.232,12.42147189,8.0,1.0,27.397584652,13.590924196,4325.5817809,4817.44385706,609.21864002,210.767213176,2635.53446227,2552.04522993,73.107151168,22.494504204,3008.64049501,1712.17815742
Haiyan,PH083703000,PH083700000,ALBUERA,4365,3263,7628,46332,9182,600.2642966,190.0,10.03595389,459.6528368,35840.34404,687330.149,1208065.824,125.0345722,8.760640476,7.48973857,45.1095534,35.95866158,1,17359.67394,71103,77.186,5.460588794,8.0,1.0,8.385176858,6.798793536,2730.16966379,6245.60021053,171.556276814,19.489878476,3193.0653924,1538.42310077,20.28138524,20.053506364,2926.21700656,1483.95959948
Haiyan,PH083705000,PH083700000,BABATNGON,997,2571,3568,27797,5249,206.7690706,129.0449533,43.96408936,527.0,50535.54474,707304.3112,1259342.784,98.84638081,8.774207612,9.050184713,45.61880193,44.64023984,1,82216.04634,142058,134.435,7.151850919,8.0,1.0,16.885760052,23.887170196,2153.34613819,2814.3618257,151.354059413,89.165046446,1167.84119168,1320.75069776,46.573516164,249.972008963,1584.32382104,879.538769639
Haiyan,PH083706000,PH083700000,BARUGO,3825,2578,6403,32745,6148,383.880422,159.3964581,32.66980798,482.0854372,49212.30168,693140.6515,1250415.098,28.08317766,1.951300788,2.006019134,11.67356379,9.835894417,1,17364.88909,66051,85.3,6.239120476,8.0,1.0,6.150047284,5.74004946,2047.96665548,3890.1116367,152.931241784,45.100369292,2550.29968685,924.104736472,12.903059668,14.131921908,1833.25831159,813.302283512
Haiyan,PH083708000,PH083700000,CITY OF BAYBAY,6215,15666,21881,109432,23475,289.5907485,173.77071,34.65522163,496.9693439,37888.80544,700716.2915,1180687.666,279.4158088,13.25029042,9.88155083,70.04050792,52.26511127,1,42797.54493,116435,377.885,3.700014621,8.0,1.0,59.476893825,55.11371295,2809.42187093,20018.9104965,384.6478284,147.4291974,8919.73891703,4007.71308195,95.71278645,114.85533435,5700.5607333,4636.4191704
Haiyan,PH083710000,PH083700000,BURAUEN,6526,3501,10027,52732,10594,169.8522828,190.0,6.469182285,438.0,22772.01897,700334.6023,1209364.267,318.207168,11.05439383,9.658842296,57.40033782,48.6513663,0,,110064,310.458,5.22073883,8.0,1.0,10.8821568,10.8821568,3528.21377819,6607.86494714,298.388813614,137.76813687,2777.07854107,4135.8704052,28.112937604,26.805351966,2279.54496555,1346.5877986
Haiyan,PH083713000,PH083700000,CALUBIAN,2283,2447,4730,31228,7052,349.376832,130.9138773,43.40086501,537.2547626,93459.22925,649665.9185,1269222.256,87.31866181,6.47223523,4.467418809,31.99033384,19.38957482,1,42877.86623,76680,89.382,8.130523889,8.0,1.0,15.810048048,7.186382912,2198.31529863,4684.3255548,74.738407672,71.62430794,1434.41068486,1775.40073044,28.755312772,21.806109776,2884.15753042,907.469638784
Haiyan,PH083714000,PH083700000,CAPOOCAN,3516,2222,5738,33617,6173,304.1684386,177.4538254,27.06876199,459.7566306,62036.0353,673246.2615,1248337.587,199.5676002,11.17313186,7.283965426,56.70158082,33.80193371,1,5.699636844,84794,110.521,7.534878187,8.0,1.0,17.470756697,96.29713329,2070.49241782,3496.64676848,453.407683355,38.685240358,1312.79105761,1277.49647948,26.105456502,175.010963747,1813.80692319,1567.78912566
Haiyan,PH083715000,PH083700000,CARIGARA,4547,6163,10710,51345,9868,581.1544992,182.9814065,25.5360292,453.5473947,50109.94703,685520.638,1244549.217,92.94419221,3.436633541,3.874394828,17.97339351,18.65393095,1,9205.222835,57806,88.35,6.423215503,8.0,1.0,12.725634648,15.020418312,3046.22502548,6463.78824928,293.941313232,36.299349188,3371.54915426,2979.728422,95.381561792,96.01184082,1756.57543445,1568.75358668
Haiyan,PH083717000,PH083700000,DAGAMI,6772,1,6773,35147,6734,282.0809156,190.0,9.045101292,492.1377595,22242.14054,704969.0196,1224305.02,97.79804408,2.890689149,3.099314785,15.12638963,14.82324558,0,,66479,124.599,6.757333485,8.0,1.0,6.422101322,7.49245042,3014.31967255,3508.82137333,150.919350764,46.025051618,1663.96362896,1863.9304391,21.195621902,10.062569062,2462.76037225,712.08736872
Haiyan,PH083718000,PH083700000,DULAG,8104,780,8884,47300,9101,605.1224317,190.0,0.1874519,504.117829,4359.934626,718953.6379,1212879.031,14.19944421,1.514695961,2.732380577,8.893877306,12.03762424,1,11147.81501,51713,78.166,10.58139535,8.0,1.0,2.182337891,58.486629996,5002.13464043,3749.69143353,216.706067937,71.798890221,2751.06896435,2017.27586621,38.873565451,86.045977863,3043.27586347,1164.45977175
Haiyan,PH083722000,PH083700000,ISABEL,5767,3508,9275,46915,10075,722.9593331,190.0,15.34288202,475.0,63944.11722,659176.1606,1207788.206,124.1313144,6.886555917,5.433638552,35.07750059,24.88552934,1,36524.04151,79481,64.893,3.03314505,8.0,1.0,68.76656995,9.060457575,2325.0536114,6893.38436638,617.040604375,161.69438025,3655.51859725,2670.9369856,32.873788025,53.390759825,2165.00705785,1497.27281145
Haiyan,PH083723000,PH083700000,JARO,7020,372,7392,43199,8524,230.7601908,189.6563869,16.7235265,465.322136,37670.15061,693111.7889,1234212.902,256.8410407,6.957636166,8.99274568,36.44927023,46.61496904,0,,67545,187.203,6.634412834,8.0,1.0,64.67538118,0.2156572,3105.71193298,4867.6849667,339.761346596,145.95078354,2615.07062084,2043.48227639,19.62812956,1.50985612,2299.51071733,1544.79839977
Haiyan,PH083724000,PH083700000,JAVIER (BUGHO),3159,1921,5080,25379,5187,142.9432372,189.6744101,25.14700772,507.464521,26161.17452,709759.6226,1188764.28,269.075994,11.85665723,10.80687456,62.58538139,55.5998394,1,1986.112604,73453,177.546,6.745734663,8.0,1.0,4.128048015,3.693517464,1719.87484114,3127.97348546,276.796433004,54.533674923,1720.45135544,800.240255724,40.642292418,18.256429737,1622.43170353,984.977957964
Haiyan,PH083725000,PH083700000,JULITA,2807,323,3130,15114,3074,420.545925,190.0,0.129595558,438.0,9288.165325,713977.5959,1213423.663,28.52172903,1.188242619,1.04651979,7.496338918,5.065421363,0,,41806,35.939,8.07860262,8.0,1.0,1.848466902,0.693174704,1923.79164161,1019.6604015,94.733914126,33.272398088,653.51664575,1097.74163994,3.465092724,1.848048838,964.913054782,352.515517964
Haiyan,PH083726000,PH083700000,KANANGA,9295,158,9453,56575,10446,242.9216725,190.0,15.81979074,446.2608625,54319.68402,674945.2815,1236595.635,304.3743911,9.481969217,8.984761136,48.29671204,44.27100974,0,,74979,232.894,5.560760053,8.0,1.0,15.896555664,12.412386378,2557.60412415,7649.29418537,185.314693284,25.478044704,3449.10975226,1675.21951496,34.491093762,31.434928434,3495.17064759,1760.574063
Haiyan,PH083728000,PH083700000,LA PAZ,2531,1540,4071,19998,4250,210.6738022,190.0,10.2292505,438.0,15409.6994,709484.3297,1203954.432,195.3267118,7.789671206,8.881277137,39.9555288,45.75849725,0,,42863,94.924,7.200720072,8.0,1.0,3.1122495,5.557589,2268.38581575,1804.438225,113.59713225,54.90898425,994.7281655,1453.95322,10.00732625,9.78494075,1397.02265525,384.503688
Haiyan,PH083729000,PH083700000,LEYTE,2389,6725,9114,40639,7625,224.9984775,164.6059365,30.99798895,511.9649834,73245.54724,663566.2648,1254090.241,94.48758758,7.768684275,7.712686289,39.86933464,36.2557429,1,2374.996027,109849,180.619,7.923423313,8.0,1.0,4.677914625,53.4909305,3228.16751138,4208.08882012,108.202188875,22.3726345,1159.1434415,1251.64671613,46.047885875,74.165622375,4031.02370075,1062.97263337
Haiyan,PH083730000,PH083700000,MACARTHUR,3741,243,3984,21211,4085,298.4858293,190.0,16.37368452,438.0,18038.63636,711606.0854,1197348.096,123.2459692,4.848770247,6.535476356,26.13508087,32.62881294,1,6592.242018,53418,71.062,6.8737919,8.0,1.0,4.36641565,3.49313252,1852.45176803,2109.41531882,70.735929445,44.53743963,1447.12600502,818.092831455,10.49117053,15.518191955,1358.16961119,435.60219394
Haiyan,PH083731000,PH083700000,MAHAPLAG,250,2660,2910,27823,5838,146.8100487,158.4844741,42.29236821,479.289609,41649.18764,714850.4894,1170474.498,217.5792833,11.34233634,7.976657764,58.37306187,38.10316154,0,,67595,189.517,7.562088919,8.0,1.0,1.324011696,5.958040956,766.822269108,4678.6088585,222.87496161,162.411852288,2357.47923247,921.731193852,17.052692916,29.233183686,1753.10526812,759.39842895
Haiyan,PH083733000,PH083700000,MATAG-OB,2264,1372,3636,18373,3911,261.7683935,190.0,8.117874416,448.0,66019.83688,660150.7842,1231456.079,137.1084581,7.896990658,5.663734056,39.17223965,25.00777742,0,,51968,70.188,6.384368367,8.0,1.0,5.736287166,3.212319405,436.187208677,3391.75136442,45.890289506,28.222526912,1002.77891773,685.745971538,9.038219314,4.171484333,1761.06239791,448.203009176
Haiyan,PH083735000,PH083700000,MAYORGA,2063,1191,3254,17161,3197,415.4401085,190.0,9.187579111,438.0,9689.02899,717034.7036,1203697.072,9.379582743,0.885004288,0.670556426,5.651045386,3.197891889,1,5898.597054,34290,41.308,8.530971389,8.0,1.0,0.0,0.0,1713.19253805,1424.49877362,38.812302522,20.496385807,906.919282128,1090.49376515,3.28594054,11.172194639,914.367409756,270.761407783
Haiyan,PH083736000,PH083700000,MERIDA,2501,1191,3692,29863,6715,280.401123,190.0,10.51839782,458.1998367,58189.70252,664834.347,1211663.481,130.7992006,7.837326073,5.136914807,38.62181585,22.99766018,1,29876.411,72669,106.501,4.688075545,8.0,1.0,0.0,5.431850795,1556.47166977,5029.15156007,53.33087918,70.61404019,1847.65710893,1923.05654686,14.091044745,12.60777511,2005.87232626,911.71519809
Haiyan,PH083738000,PH083700000,ORMOC CITY,14132,26549,40681,215031,41996,397.5790005,190.0,2.947826915,445.5623648,43801.83847,680666.4936,1222473.185,361.3272997,9.394500392,9.144410515,48.28322265,45.71292681,1,26421.21064,158341,540.851,4.37704331,8.0,1.0,55.427286708,94.071837924,8748.23736518,32536.4825562,397.265739564,164.515256388,15461.6346471,8995.6618807,117.939424604,362.719326012,9566.2216365,7491.82308508
Haiyan,PH083739000,PH083700000,PALO,13481,1435,14916,70052,12911,864.1886974,189.3641924,20.62350073,485.996646,24194.04435,715332.2539,1234253.141,27.10121499,3.604070299,5.9163261,19.90119535,29.124643,1,7459.092824,56084,81.061,7.177525267,8.0,1.0,12.050042876,173.271339573,3987.31835792,8468.27304942,183.036032161,87.051190955,5774.90292266,2681.48956659,47.610332469,277.901734976,2677.71429981,1451.38113059
Haiyan,PH083740000,PH083700000,PALOMPON,7165,4359,11524,58108,12818,381.8824674,190.0,4.32112371,461.4859584,67373.28254,656153.7483,1219539.714,87.19686163,5.860015508,5.36676906,31.06173634,24.39941463,1,83374.85754,134092,152.162,3.782611689,8.0,1.0,41.8321839,26.62048649,1347.42423769,11334.1457899,43.733644474,24.243657568,4202.21671688,3634.88410254,26.2102464,90.782754374,3290.10027034,1573.8059351
Haiyan,PH083741000,PH083700000,PASTRANA,3355,298,3653,18002,3536,390.6599249,190.0,15.22078449,484.2325481,25392.4098,706223.8887,1230355.122,42.05918552,1.018945761,0.678959997,6.458378889,3.253195182,0,,44617,46.081,8.482390845,8.0,1.0,0.2128672,0.2128672,2054.80912541,1332.62481269,126.855835184,21.284534752,884.851023264,809.748253808,5.318893632,4.680624416,1287.81034782,543.59085352
Haiyan,PH083742000,PH083700000,SAN ISIDRO,2960,2003,4963,31641,6963,248.8947973,144.2211513,38.08647186,535.0,92206.06182,647501.295,1264214.188,73.4484299,6.209127383,3.921300412,31.31022024,16.73194693,1,43183.34207,80848,127.126,8.0623242,8.0,1.0,4.645421154,9.53534109,2037.14020528,4741.02086014,92.419467294,78.23870505,1333.41879617,1444.90538059,27.503299923,46.166249712,3495.61999614,615.386284425
Haiyan,PH083743000,PH083700000,SAN MIGUEL,2323,1413,3736,19420,3663,172.8111624,150.5763984,35.83298236,506.7987317,46282.84082,701251.1257,1252156.219,69.32828058,7.135444101,8.456146831,38.14430821,41.53506053,1,6430.22801,60128,112.377,8.135942327,8.0,1.0,1.669078917,2.086345899,1464.40718761,2041.49085961,142.914791151,10.431736821,913.083530139,860.381502255,6.274052334,12.338965683,1532.54147845,338.380474806
Haiyan,PH083744000,PH083700000,SANTA FE,2082,315,2397,20439,3655,491.7240052,188.4614426,22.39244941,446.0,28535.54013,710402.6928,1236907.063,22.96527499,1.901799156,3.893055123,10.74713086,18.44336603,0,,41302,41.566,7.793923382,8.0,1.0,0.0,9.253696105,1432.00961023,2155.48046373,48.792221475,9.46400846,952.35024301,849.6271917,16.452562175,21.09302693,1328.01708239,487.459890145
Haiyan,PH083745000,PH083700000,TABANGO,4224,2570,6794,34195,7226,263.1497941,178.0555476,27.00381355,504.3999781,79618.76986,654404.631,1251695.53,62.43285117,7.155544233,4.406081661,36.34458891,19.22026678,1,41539.79474,78470,129.945,7.635619243,8.0,1.0,2.264426072,2.264426072,2109.08351115,5066.19341565,33.739899336,12.454328944,1177.28243622,874.948850728,36.143642688,16.366933356,4444.75833335,676.499810884
Haiyan,PH083746000,PH083700000,TABONTABON,1301,792,2093,11204,2167,434.8197307,190.0,7.069899941,442.7851876,13505.69301,713435.1548,1220825.938,20.12613195,0.776594847,0.508982286,5.323891476,2.618097228,0,,31709,25.767,7.211710104,8.0,1.0,10.167481654,2.65238633,1051.00826204,888.54957224,63.878314588,150.743980981,632.01413132,370.088442592,3.524651504,0.881162876,877.638304675,282.8533092
