typhoon_name,admin_L3_code,admin_L2_code,admin_L3_name,comp_damage_houses,part_damage_houses,total_damage_houses,pop_15,n_households,pop_density_15,average_speed_mph,distance_typhoon_km,Rainfallme,distance_first_impact,x_pos,y_pos,mean_elevation_m,mean_slope,slope_stdev,mean_ruggedness,ruggedness_stdev,with_coast,coast_length,perimeter,area_km2,poverty_perc,roof_conc,roof_makeshift,roof_straw,roof_iron,roof_half_conc,roof_wood,wall_conc,wall_wood,wall_iron,wall_makeshift,wall_bamboo,wall_half_wood,mean_elevation_neighbours,typhoon_direction
Haiyan,PH063037000,PH063000000,POTOTAN,189,1752,1941,75070,14833,762.7127254,125.205494,50.57419304,286.0,263266.4763,459774.756,1208215.689,23.46990505,0.919055,0.850626567,6.093731295,4.504100416,0,0.0,64413,98.425,3.077128014,0.004190243,0.002337414,0.135242222,0.817852714,0.032894831,0.007482576,0.324530885,0.043874408,0.002723436,0.005560942,0.421048879,0.20226145,606956.430163,-212692.28326
Haiyan,PH063038000,PH063000000,SAN DIONISIO,4006,2694,6700,38775,7246,327.2262355,190.0,1.349047847,441.7464501,218539.7837,508335.1976,1252164.76,87.5693087,7.301698242,7.191196067,36.61653951,33.63740613,1,24662.96946,61452,118.496,6.555770471,0.00454694,0.00124818,0.296531843,0.613183156,0.078427294,0.006062587,0.191465953,0.02592923,0.00505501,0.002200416,0.561046685,0.214302706,579008.524861,-217190.735853
Haiyan,PH063039000,PH063000000,SAN ENRIQUE,1925,1875,3800,33911,6591,321.6202887,169.2267786,29.80922212,370.5902225,254469.7202,469076.9111,1227630.324,108.4151362,5.864891578,6.514802751,29.58308037,29.74569887,0,0.0,54327,105.438,5.039662646,0.002314958,0.001358109,0.123773072,0.850978455,0.016142972,0.005432434,0.244303094,0.044957698,0.005125672,0.002284938,0.520286544,0.183042055,633419.055267,-224660.49808
Haiyan,PH063042000,PH063000000,SAN RAFAEL,1693,1407,3100,16532,3040,196.7767277,176.843415,22.51266048,360.0,242892.5325,481088.3076,1232863.639,196.8888227,7.814948441,8.270212372,39.61250208,38.61270264,0,0.0,38650,84.014,6.587224776,0.0,0.000272944,0.225725009,0.762606619,0.010849539,0.000545889,0.173544684,0.025075157,0.002801312,0.000683247,0.60542498,0.19247062,610006.655386,-220379.87202
Haiyan,PH063044000,PH063000000,SARA,6044,3929,9973,52631,10731,285.0651039,189.0650336,2.899130494,494.8901831,226537.4292,499712.4536,1249413.957,133.0366239,6.859245203,7.036022157,35.0584845,32.8586299,0,0.0,64114,184.628,4.512549638,0.007794981,0.005018687,0.140309664,0.77802456,0.046620395,0.022231714,0.21226193,0.035951209,0.005521079,0.004151509,0.524652258,0.217462016,590089.181249,-223638.298706
Haiyan,PH063047000,PH063000000,ZARRAGA,46,26,72,25605,5053,670.1300741,104.9784722,61.76723064,286.4032488,264047.4693,459368.5257,1196913.159,6.9533641,0.561718817,0.384266587,3.839156876,1.855479224,1,6277.77774,48313,38.209,3.788322593,0.00373673,0.000806794,0.191847134,0.750615711,0.033630573,0.019363057,0.387855836,0.098378792,0.008084762,0.001489298,0.366835454,0.137355857,560564.584165,-202280.23866
Haiyan,PH072209000,PH072200000,BANTAYAN,10533,5743,16276,79084,15637,957.5145593,190.0,0.964726832,467.2869058,145784.3141,579498.1357,1236881.158,17.93337433,1.241310687,1.099796289,7.531671178,5.735656069,1,46696.70174,109288,82.593,11.06039148,0.006241044,0.004325874,0.264681854,0.634657881,0.074115741,0.015977607,0.365435409,0.100167594,0.007333914,0.007709325,0.329918884,0.189434873,506437.994576,-144819.587268
Haiyan,PH072211000,PH072200000,CITY OF BOGO,6496,5869,12365,78120,16256,819.6411709,190.0,14.15108722,502.7406008,114842.9876,608388.3759,1218228.821,52.86585688,2.943974544,2.579269529,16.54855699,12.19850308,1,30646.23281,59127,95.31,7.068612391,0.003153941,0.003067924,0.044054821,0.910614445,0.020514953,0.018593916,0.303682131,0.24470171,0.004483723,0.014503619,0.221446902,0.211181915,524314.237265,-100691.90038
Haiyan,PH072213000,PH072200000,BORBON,3820,1740,5560,35526,7020,389.249244,180.6340748,32.60629702,530.7596163,115041.4689,608596.6321,1199433.516,142.972773,5.17279375,3.722347568,30.80216045,18.89054224,1,15871.34178,49923,91.268,6.949839554,0.000729048,0.016039052,0.061842272,0.914986687,0.003011284,0.003391657,0.274411793,0.145244993,0.003183801,0.038173772,0.303193352,0.235792289,525329.63845,-82435.17188
Haiyan,PH072221000,PH072200000,DAANBANTAYAN,13660,622,14282,84430,16323,920.8804153,188.9091316,9.058097218,447.1714882,115316.7936,611652.886,1241224.877,27.22365787,2.182432807,1.881768523,12.25632408,9.427438963,1,8693.158572,90688,91.684,9.539263295,0.001966687,0.00567262,0.178486855,0.791798783,0.01430196,0.007773095,0.365661967,0.127896613,0.001850051,0.01224815,0.344609194,0.147734025,528407.622376,-106258.696382
Haiyan,PH072228000,PH072200000,MADRIDEJOS,6134,319,6453,36429,6347,1508.384746,190.0,7.592689943,471.6537121,147133.7729,579916.4674,1245502.703,10.36249125,0.888484045,0.607165605,5.585645749,3.017908115,1,18089.28082,24869,24.151,9.808119904,0.012508986,0.011042416,0.242674335,0.670452912,0.030136592,0.033184759,0.330340647,0.128233256,0.002713626,0.02358545,0.301039261,0.21408776,511289.162726,-139541.082957
Haiyan,PH072231000,PH072200000,MEDELLIN,5092,4999,10091,55332,10393,728.6662453,190.0,0.972308325,434.6230089,118136.122,606699.6953,1231930.307,27.66145487,2.138074284,1.946969583,12.09325125,9.772364907,1,40858.26203,65468,75.936,9.410467722,0.006690311,0.009894406,0.076898275,0.826072062,0.016121232,0.064323714,0.277646917,0.247508607,0.001993115,0.021602142,0.248555495,0.202693725,522765.510371,-117163.813675
Haiyan,PH072236000,PH072200000,PILAR,737,1644,2381,11308,3042,335.3201079,189.3426439,30.40571732,522.2039508,59278.75823,667335.0195,1190996.028,61.37375746,5.534170194,4.024189312,28.72874405,18.84218804,1,52837.97332,54441,33.723,10.1697913,0.0,0.003383948,0.21362256,0.777093275,0.004511931,0.001388286,0.292243767,0.187240305,0.002423823,0.004934211,0.311201524,0.201956371,637605.26615,-28873.04091
Haiyan,PH072238000,PH072200000,PORO,657,291,948,25212,5467,383.5341365,159.5547934,43.12668554,583.0,73509.94416,656499.4259,1180035.797,95.42895374,4.515078745,4.101751204,22.26737811,18.36634582,1,39943.96171,50259,65.736,8.729969856,0.002982912,0.000383517,0.274896663,0.704308177,0.007968637,0.009460093,0.308846728,0.096312087,0.002728629,0.002003837,0.451673417,0.138435302,509396.163697,-30383.25862
Haiyan,PH072242000,PH072200000,SAN FRANCISCO,444,3420,3864,55180,10247,603.8388304,142.0442873,47.97038694,583.0,84523.35312,645748.819,1177066.399,47.1140254,2.982664144,3.053017523,14.80063534,13.6109974,1,4450.152572,76332,91.382,9.256977166,0.000614615,0.001335198,0.26379705,0.725818074,0.007332994,0.001102068,0.280672802,0.090066646,0.00321591,0.003935259,0.452470115,0.169639268,490824.878702,-36552.96618
Haiyan,PH072243000,PH072200000,SAN REMIGIO,4997,4023,9020,57557,11369,591.1770748,189.5274245,19.56424201,513.2284889,120955.8815,602094.1451,1213870.818,60.48747426,4.163818468,3.969096097,24.01429653,21.00919598,1,55636.87494,88395,97.36,9.104018625,0.003935857,0.001480818,0.100111061,0.842857978,0.031993453,0.019620833,0.33526655,0.174282367,0.004823277,0.004217926,0.263815661,0.21759422,593577.361556,-101391.63949
Haiyan,PH072244000,PH072200000,SANTA FE,2327,2027,4354,28603,5395,976.7783356,190.0,4.169011379,442.4252139,136380.4487,589744.7536,1240236.929,18.27508651,1.734196583,1.701328388,8.73193527,7.144404971,1,16242.69832,46807,29.283,12.38681257,0.010177366,0.004830562,0.24952985,0.690143442,0.027287142,0.018031638,0.373233183,0.142936432,0.002775105,0.012987494,0.304299563,0.163768223,512992.137896,-132211.437321
Haiyan,PH072247000,PH072200000,SOGOD,446,2359,2805,35108,7034,313.7752594,155.8625585,42.72466289,516.5577018,119619.3253,605365.8877,1189736.537,206.4711581,6.163394389,4.897141104,36.8351447,23.89492696,1,11980.07104,59052,111.889,4.751053891,0.001968181,0.000688863,0.082597999,0.905855339,0.003444317,0.005445301,0.273162573,0.11603424,0.002656522,0.006001771,0.413269489,0.188875406,504505.631016,-76894.66241
Haiyan,PH072248000,PH072200000,TABOGON,2606,1120,3726,39013,7215,442.6956857,190.0,23.53405594,526.5723539,113643.2483,609414.4552,1208505.721,112.1689087,6.202721239,4.593025909,34.55307538,22.12526786,1,17671.81877,48219,88.126,9.486581396,0.002374646,0.005419064,0.085761257,0.869394465,0.028343532,0.008707036,0.195219973,0.171137159,0.003592632,0.014035622,0.418937433,0.197077181,524744.118119,-90109.19236
Haiyan,PH072249000,PH072200000,TABUELAN,2175,2647,4822,25630,5278,307.2809889,175.1049598,35.42943325,522.0,124793.5866,598907.2343,1198324.929,103.1310227,5.610553278,3.929956816,34.69214256,19.94179072,1,23383.3799,55848,83.409,8.743659774,0.003241199,0.0005402,0.188754839,0.762222022,0.027280094,0.017961646,0.195995449,0.151626849,0.013287827,0.000227531,0.401501706,0.237360637,520473.644809,-89364.15335
Haiyan,PH072252000,PH072200000,TUBURAN,577,4297,4874,63866,13730,261.9950117,130.5610589,52.31676685,457.8055246,132428.7198,593861.7986,1182077.894,160.4369941,9.16250675,6.699770116,50.93977757,30.22275841,1,28017.29308,79377,243.768,7.426486707,0.004869743,0.002622169,0.305499745,0.671326409,0.010284352,0.005397582,0.183395969,0.197864708,0.001708234,0.005637171,0.451674069,0.15971985,485213.095518,-80111.95295
Haiyan,PH072253000,PH072200000,TUDELA,1361,136,1497,11296,2576,341.0628019,158.9863589,43.19458745,582.4361457,68971.48587,662118.5102,1178945.667,93.83429867,5.394512789,4.303756927,26.13208724,19.4761331,1,18433.00384,27751,33.12,6.878541076,0.0,0.000414079,0.165838509,0.822567288,0.008178054,0.00300207,0.252749491,0.120162933,0.002749491,0.002138493,0.379837067,0.242362525,510803.801512,-25776.89842
Haiyan,PH082602000,PH082600000,BALANGIGA,2919,370,3289,14085,2685,71.76484974,156.9198222,32.49782368,374.4755349,44640.15646,758159.5224,1238848.857,173.84816,7.753711508,5.596016509,38.82933071,24.58150614,1,27639.74283,86829,196.266,6.73056443,0.001333543,0.002196423,0.350407907,0.614998431,0.028082837,0.00298086,0.250765967,0.15060099,0.007070469,0.019404509,0.411658418,0.160499646,534880.519631,-12142.33278
Haiyan,PH082603000,PH082600000,BALANGKAYAN,584,1341,1925,10125,1935,54.40009456,108.1401695,55.62833747,296.0896797,63398.42238,761424.4616,1261758.898,192.4860843,8.497190386,6.3871312,43.8162449,28.6778163,1,17833.40402,95591,186.121,7.387654321,0.00066379,0.000442527,0.216727514,0.76280562,0.01747981,0.001880739,0.231334968,0.101292623,0.014040562,0.004234455,0.434923111,0.214174281,532423.697006,-7770.08491
Haiyan,PH082607000,PH082600000,GENERAL MACARTHUR,1529,1485,3014,14550,2351,79.43180329,128.4362846,43.01593148,351.8004848,59485.60551,770304.9948,1247410.402,156.7863715,8.7222034,5.716158355,44.78807219,25.40772616,1,12612.40091,63307,183.176,7.628865979,0.002721425,0.001649349,0.479135741,0.49422728,0.018225301,0.004040904,0.173073666,0.224978831,0.035817104,0.008382727,0.488314987,0.069432684,515211.127426,-16469.67403
Haiyan,PH082608000,PH082600000,GIPORLOS,1000,2971,3971,13308,2492,142.7299735,163.9419483,30.47019109,378.784084,50589.3814,767651.5348,1235137.925,127.1416144,6.641969628,5.012558893,33.64195807,22.41125403,1,38830.03803,78978,93.239,8.400961827,0.004242575,0.000665502,0.377339656,0.586640047,0.027701522,0.003410698,0.259812144,0.16378732,0.013250587,0.002935257,0.445404227,0.114810466,510822.876115,-20119.19031
Haiyan,PH082609000,PH082600000,GUIUAN,10008,1601,11609,52991,10002,299.9366064,189.6220564,2.376120754,386.8226899,76866.49984,799211.3165,1201125.809,72.92487772,5.714613761,5.012478895,27.41985107,22.41254648,1,40155.96192,232132,176.674,6.118020041,0.002195132,0.003111547,0.2646946,0.712565534,0.010869102,0.006564085,0.355264854,0.285303089,0.011534992,0.01443485,0.232504189,0.100958027,385871.223319,-74490.379086
Haiyan,PH082610000,PH082600000,HERNANI,1655,337,1992,8573,1637,173.087018,115.5243231,50.54810176,296.0012054,72676.58014,782617.381,1252912.017,95.91010101,5.594387701,4.343749728,28.35114614,19.68050494,1,24106.79156,40349,49.53,8.340137641,0.002130059,0.000250595,0.469490039,0.45282546,0.074927954,0.000375893,0.249686324,0.109159348,0.005018821,0.00238394,0.453074028,0.180677541,468796.697678,-22128.47838
Haiyan,PH082612000,PH082600000,LAWAAN,2866,1,2867,12742,2410,87.44226902,162.4783311,30.93616961,379.753867,38196.86812,749593.1911,1238755.313,212.7784534,7.939970178,6.074796876,39.60869508,27.4449813,1,22832.22465,69111,145.719,6.443258515,0.000948685,0.004829668,0.275291074,0.6974558,0.019404916,0.002069858,0.325406434,0.164994811,0.00492909,0.007523348,0.352905569,0.144240747,544869.991651,-7260.69851
Haiyan,PH082613000,PH082600000,LLORENTE,673,3391,4064,20149,4087,70.44168957,113.8962968,50.97352724,298.8979389,62905.85925,767284.5817,1256013.659,171.7634092,7.945015442,5.984279688,40.40649043,26.79789004,1,7.862837356,113971,286.038,7.176534816,0.008027703,0.002098746,0.370428669,0.601762947,0.012487539,0.005194396,0.210224253,0.199808694,0.011265809,0.002975874,0.40764162,0.16808375,525644.955332,-11932.33201
Haiyan,PH082615000,PH082600000,MAYDOLONG,1770,406,2176,14743,2767,77.70352177,99.94298973,61.54319995,296.4073032,66840.12908,757801.049,1268393.683,143.5053905,8.396198417,6.264554387,43.70447913,28.01522767,1,13215.81364,105183,189.734,5.331343689,0.005911476,0.00406414,0.213478164,0.754304293,0.009532254,0.012709673,0.271694215,0.202479339,0.01911157,0.02892562,0.308662928,0.169126328,530192.536042,-5296.92913
Haiyan,PH082616000,PH082600000,MERCEDES,1142,183,1325,6070,1133,305.4549114,177.541714,27.45492884,379.0,74126.58161,795417.9842,1227242.476,22.41438788,2.479752997,3.408689862,13.07596798,15.70318281,1,17420.09686,26272,19.872,6.013179572,0.005028869,0.005960142,0.253864779,0.729372323,0.004283852,0.001490035,0.418740573,0.179864253,0.014705882,0.031108597,0.251508296,0.104072398,418712.043309,-46671.65277
Haiyan,PH082618000,PH082600000,QUINAPONDAN,2538,582,3120,14779,2651,172.3076564,157.1388028,33.20690061,376.1315793,56793.43784,773749.768,1236853.961,81.21277849,5.34317955,4.845481897,27.94493116,22.21070656,1,52975.77305,96363,85.771,7.409161648,0.001809627,0.000506696,0.411292074,0.577994933,0.008034745,0.000361925,0.275650842,0.127470284,0.020272734,0.001166776,0.493910887,0.081528477,502506.84088,-23586.53723
Haiyan,PH082619000,PH082600000,SALCEDO,2561,1344,3905,22532,4191,189.59308,157.8156586,33.44774082,379.0,68210.2515,787070.0982,1234779.03,33.78972259,3.216831167,3.809062657,16.82312147,18.13416403,1,91554.82798,121977,118.844,6.408663235,0.001502931,0.003306448,0.369971444,0.562597064,0.026651971,0.035970142,0.305593314,0.196798067,0.016915874,0.014046217,0.365755425,0.100891104,448079.291574,-34762.51068
Haiyan,PH083701000,PH083700000,ABUYOG,4270,8006,12276,59571,12431,188.3274953,179.8417023,33.92472446,442.600274,34013.63243,724291.9986,1177324.048,182.1911578,8.725165955,7.709430362,43.55798099,36.80113184,1,38795.77249,111559,316.316,6.09021168,0.000919549,0.002271826,0.269229382,0.713731925,0.009393819,0.0044535,0.297988402,0.349220732,0.003552012,0.009786154,0.165639725,0.173812976,516840.795431,-88.90797
Haiyan,PH083702000,PH083700000,ALANGALANG,5873,3820,9693,55235,10004,355.8222531,180.814258,25.16288756,446.0,35528.20886,703408.4976,1240937.047,36.56090484,2.012455137,3.752512729,11.81539456,18.89551624,0,0.0,62935,155.232,12.42147189,0.002738663,0.001358549,0.432385224,0.481551765,0.060897505,0.021068294,0.263448067,0.255102482,0.007307792,0.002248551,0.300743752,0.171149356,618393.290143,-10365.3213
Haiyan,PH083703000,PH083700000,ALBUERA,4365,3263,7628,46332,9182,600.2642966,190.0,10.03595389,459.6528368,35840.34404,687330.149,1208065.824,125.0345722,8.760640476,7.48973857,45.1095534,35.95866158,1,17359.67394,71103,77.186,5.460588794,0.000913219,0.000740448,0.297339323,0.680200415,0.018683977,0.002122618,0.347752711,0.167547713,0.00220882,0.002184002,0.318690591,0.161616162,592279.069401,-25804.39015
Haiyan,PH083705000,PH083700000,BABATNGON,997,2571,3568,27797,5249,206.7690706,129.0449533,43.96408936,527.0,50535.54474,707304.3112,1259342.784,98.84638081,8.774207612,9.050184713,45.61880193,44.64023984,1,82216.04634,142058,134.435,7.151850919,0.003216948,0.004550804,0.41023931,0.536171047,0.028834837,0.016987054,0.22248832,0.251619489,0.008872836,0.047622787,0.301833458,0.167563111,597535.0131,-6571.45538
Haiyan,PH083706000,PH083700000,BARUGO,3825,2578,6403,32745,6148,383.880422,159.3964581,32.66980798,482.0854372,49212.30168,693140.6515,1250415.098,28.08317766,1.951300788,2.006019134,11.67356379,9.835894417,1,17364.88909,66051,85.3,6.239120476,0.001000333,0.000933645,0.333111037,0.632744248,0.024874958,0.007335779,0.414817776,0.150309814,0.002098741,0.002298621,0.298187754,0.132287294,639208.538686,-16542.4937
Haiyan,PH083708000,PH083700000,CITY OF BAYBAY,6215,15666,21881,109432,23475,289.5907485,173.77071,34.65522163,496.9693439,37888.80544,700716.2915,1180687.666,279.4158088,13.25029042,9.88155083,70.04050792,52.26511127,1,42797.54493,116435,377.885,3.700014621,0.002533627,0.002347762,0.119677183,0.85277574,0.016385424,0.006280264,0.379967579,0.170722602,0.004077222,0.004892666,0.242835388,0.197504544,543321.146914,-3233.58381
Haiyan,PH083710000,PH083700000,BURAUEN,6526,3501,10027,52732,10594,169.8522828,190.0,6.469182285,438.0,22772.01897,700334.6023,1209364.267,318.207168,11.05439383,9.658842296,57.40033782,48.6513663,0,0.0,110064,310.458,5.22073883,0.0010272,0.0010272,0.333038869,0.623736544,0.028165831,0.013004355,0.262136921,0.390397433,0.002653666,0.002530239,0.215173208,0.127108533,582024.052417,-16302.836685
Haiyan,PH083713000,PH083700000,CALUBIAN,2283,2447,4730,31228,7052,349.376832,130.9138773,43.40086501,537.2547626,93459.22925,649665.9185,1269222.256,87.31866181,6.47223523,4.467418809,31.99033384,19.38957482,1,42877.86623,76680,89.382,8.130523889,0.002241924,0.001019056,0.311729339,0.6642549,0.010598186,0.010156595,0.203404805,0.25175847,0.004077611,0.003092188,0.408984335,0.128682592,653741.839398,-50058.36424
Haiyan,PH083714000,PH083700000,CAPOOCAN,3516,2222,5738,33617,6173,304.1684386,177.4538254,27.06876199,459.7566306,62036.0353,673246.2615,1248337.587,199.5676002,11.17313186,7.283965426,56.70158082,33.80193371,1,5.699636844,84794,110.521,7.534878187,0.002830189,0.01559973,0.335411051,0.566442049,0.073450135,0.006266846,0.212666622,0.206949049,0.004228974,0.028351039,0.293829082,0.253975235,639674.153615,-34967.27331
Haiyan,PH083715000,PH083700000,CARIGARA,4547,6163,10710,51345,9868,581.1544992,182.9814065,25.5360292,453.5473947,50109.94703,685520.638,1244549.217,92.94419221,3.436633541,3.874394828,17.97339351,18.65393095,1,9205.222835,57806,88.35,6.423215503,0.001289586,0.001522134,0.308697307,0.655025157,0.029787324,0.003678491,0.341664892,0.301958697,0.009665744,0.009729615,0.178007239,0.158973813,648890.919772,-24573.91783
Haiyan,PH083717000,PH083700000,DAGAMI,6772,1,6773,35147,6734,282.0809156,190.0,9.045101292,492.1377595,22242.14054,704969.0196,1224305.02,97.79804408,2.890689149,3.099314785,15.12638963,14.82324558,0,0.0,66479,124.599,6.757333485,0.000953683,0.00111263,0.447626919,0.521060495,0.022411546,0.006834727,0.247098846,0.276793947,0.003147553,0.001494293,0.365720281,0.10574508,605219.154086,-13197.039248
Haiyan,PH083718000,PH083700000,DULAG,8104,780,8884,47300,9101,605.1224317,190.0,0.1874519,504.117829,4359.934626,718953.6379,1212879.031,14.19944421,1.514695961,2.732380577,8.893877306,12.03762424,1,11147.81501,51713,78.166,10.58139535,0.000239791,0.006426396,0.549624727,0.412008728,0.023811237,0.007889121,0.302282053,0.221654309,0.004271351,0.009454563,0.334389173,0.127948552,574988.935389,-4172.482726
Haiyan,PH083722000,PH083700000,ISABEL,5767,3508,9275,46915,10075,722.9593331,190.0,15.34288202,475.0,63944.11722,659176.1606,1207788.206,124.1313144,6.886555917,5.433638552,35.07750059,24.88552934,1,36524.04151,79481,64.893,3.03314505,0.006825466,0.000899301,0.230774552,0.684206885,0.061244725,0.01604907,0.36283063,0.265105408,0.003262907,0.005299331,0.214889038,0.148612686,564773.901412,-48601.2352
Haiyan,PH083723000,PH083700000,JARO,7020,372,7392,43199,8524,230.7601908,189.6563869,16.7235265,465.322136,37670.15061,693111.7889,1234212.902,256.8410407,6.957636166,8.99274568,36.44927023,46.61496904,0,0.0,67545,187.203,6.634412834,0.007587445,2.53e-05,0.364349124,0.571056425,0.039859379,0.017122335,0.306789139,0.239732787,0.00230269,0.00017713,0.269768972,0.181229282,614359.078843,-20946.62411
Haiyan,PH083724000,PH083700000,JAVIER (BUGHO),3159,1921,5080,25379,5187,142.9432372,189.6744101,25.14700772,507.464521,26161.17452,709759.6226,1188764.28,269.075994,11.85665723,10.80687456,62.58538139,55.5998394,1,1986.112604,73453,177.546,6.745734663,0.000795845,0.000712072,0.331574097,0.603040965,0.053363492,0.010513529,0.331685243,0.154278052,0.007835414,0.003519651,0.312788067,0.189893572,559652.138358,-1014.1668
Haiyan,PH083725000,PH083700000,JULITA,2807,323,3130,15114,3074,420.545925,190.0,0.129595558,438.0,9288.165325,713977.5959,1213423.663,28.52172903,1.188242619,1.04651979,7.496338918,5.065421363,0,0.0,41806,35.939,8.07860262,0.000601323,0.000225496,0.625826819,0.33170475,0.030817799,0.010823812,0.212594875,0.357105283,0.001127226,0.000601187,0.313894943,0.114676486,592482.482514,-9158.569767
Haiyan,PH083726000,PH083700000,KANANGA,9295,158,9453,56575,10446,242.9216725,190.0,15.81979074,446.2608625,54319.68402,674945.2815,1236595.635,304.3743911,9.481969217,8.984761136,48.29671204,44.27100974,0,0.0,74979,232.894,5.560760053,0.001521784,0.001188243,0.244840525,0.732270169,0.017740254,0.002439024,0.330184736,0.160369473,0.003301847,0.003009279,0.334594165,0.1685405,624424.046855,-38499.89328
Haiyan,PH083728000,PH083700000,LA PAZ,2531,1540,4071,19998,4250,210.6738022,190.0,10.2292505,438.0,15409.6994,709484.3297,1203954.432,195.3267118,7.789671206,8.881277137,39.9555288,45.75849725,0,0.0,42863,94.924,7.200720072,0.000732294,0.001307668,0.533737839,0.4245737,0.026728737,0.012919761,0.234053686,0.34210664,0.002354665,0.002302339,0.328711213,0.090471456,590223.231747,-5180.4489
Haiyan,PH083729000,PH083700000,LEYTE,2389,6725,9114,40639,7625,224.9984775,164.6059365,30.99798895,511.9649834,73245.54724,663566.2648,1254090.241,94.48758758,7.768684275,7.712686289,39.86933464,36.2557429,1,2374.996027,109849,180.619,7.923423313,0.000613497,0.007015204,0.423366231,0.551880501,0.014190451,0.002934116,0.152018812,0.164150389,0.006039067,0.009726639,0.528658846,0.139406247,647555.28163,-42247.55829
Haiyan,PH083730000,PH083700000,MACARTHUR,3741,243,3984,21211,4085,298.4858293,190.0,16.37368452,438.0,18038.63636,711606.0854,1197348.096,123.2459692,4.848770247,6.535476356,26.13508087,32.62881294,1,6592.242018,53418,71.062,6.8737919,0.00106889,0.000855112,0.453476565,0.516380739,0.017316017,0.010902678,0.354253612,0.200267523,0.002568218,0.003798823,0.332477261,0.106634564,594874.446852,-1664.95184
Haiyan,PH083731000,PH083700000,MAHAPLAG,250,2660,2910,27823,5838,146.8100487,158.4844741,42.29236821,479.289609,41649.18764,714850.4894,1170474.498,217.5792833,11.34233634,7.976657764,58.37306187,38.10316154,0,0.0,67595,189.517,7.562088919,0.000226792,0.001020562,0.131350166,0.801406108,0.038176595,0.027819776,0.403816244,0.157884754,0.002920982,0.005007397,0.300292098,0.130078525,524399.017381,643.18057
Haiyan,PH083733000,PH083700000,MATAG-OB,2264,1372,3636,18373,3911,261.7683935,190.0,8.117874416,448.0,66019.83688,660150.7842,1231456.079,137.1084581,7.896990658,5.663734056,39.17223965,25.00777742,0,0.0,51968,70.188,6.384368367,0.001466706,0.000821355,0.111528307,0.867233793,0.011733646,0.007216192,0.256399621,0.175337758,0.002310974,0.001066603,0.450284428,0.114600616,605622.119498,-57901.962464
Haiyan,PH083735000,PH083700000,MAYORGA,2063,1191,3254,17161,3197,415.4401085,190.0,9.187579111,438.0,9689.02899,717034.7036,1203697.072,9.379582743,0.885004288,0.670556426,5.651045386,3.197891889,1,5898.597054,34290,41.308,8.530971389,0.0,0.0,0.535875051,0.445573592,0.012140226,0.006411131,0.283678224,0.341099082,0.00102782,0.003494587,0.286007948,0.084692339,588349.3974,-501.449879
Haiyan,PH083736000,PH083700000,MERIDA,2501,1191,3692,29863,6715,280.401123,190.0,10.51839782,458.1998367,58189.70252,664834.347,1211663.481,130.7992006,7.837326073,5.136914807,38.62181585,22.99766018,1,29876.411,72669,106.501,4.688075545,0.0,0.000808913,0.231790271,0.748942898,0.007942052,0.010515866,0.275153702,0.286382211,0.002098443,0.001877554,0.298715164,0.135772926,582619.869002,-47671.3047
Haiyan,PH083738000,PH083700000,ORMOC CITY,14132,26549,40681,215031,41996,397.5790005,190.0,2.947826915,445.5623648,43801.83847,680666.4936,1222473.185,361.3272997,9.394500392,9.144410515,48.28322265,45.71292681,1,26421.21064,158341,540.851,4.37704331,0.001319823,0.002240019,0.208311205,0.774751942,0.009459609,0.003917403,0.368169222,0.214202826,0.002808349,0.008636997,0.227788876,0.17839373,597249.463613,-40854.011555
Haiyan,PH083739000,PH083700000,PALO,13481,1435,14916,70052,12911,864.1886974,189.3641924,20.62350073,485.996646,24194.04435,715332.2539,1234253.141,27.10121499,3.604070299,5.9163261,19.90119535,29.124643,1,7459.092824,56084,81.061,7.177525267,0.000933316,0.013420443,0.308831102,0.655895984,0.014176751,0.006742405,0.447285487,0.207690308,0.003687579,0.021524416,0.207397901,0.112414308,584836.542809,-3570.54362
Haiyan,PH083740000,PH083700000,PALOMPON,7165,4359,11524,58108,12818,381.8824674,190.0,4.32112371,461.4859584,67373.28254,656153.7483,1219539.714,87.19686163,5.860015508,5.36676906,31.06173634,24.39941463,1,83374.85754,134092,152.162,3.782611689,0.00326355,0.002076805,0.105119694,0.884236682,0.003411893,0.001891376,0.32783716,0.283576541,0.0020448,0.007082443,0.25667813,0.122780928,581344.210206,-63052.15883
Haiyan,PH083741000,PH083700000,PASTRANA,3355,298,3653,18002,3536,390.6599249,190.0,15.22078449,484.2325481,25392.4098,706223.8887,1230355.122,42.05918552,1.018945761,0.678959997,6.458378889,3.253195182,0,0.0,44617,46.081,8.482390845,6.02e-05,6.02e-05,0.581111178,0.376873533,0.035875519,0.006019382,0.250240674,0.229001203,0.001504212,0.001323706,0.364199759,0.153730445,614402.303532,-10171.62531
Haiyan,PH083742000,PH083700000,SAN ISIDRO,2960,2003,4963,31641,6963,248.8947973,144.2211513,38.08647186,535.0,92206.06182,647501.295,1264214.188,73.4484299,6.209127383,3.921300412,31.31022024,16.73194693,1,43183.34207,80848,127.126,8.0623242,0.000667158,0.00136943,0.292566452,0.680887672,0.013272938,0.01123635,0.191500617,0.207511903,0.003949921,0.006630224,0.502027861,0.088379475,632422.785365,-54119.58996
